8.1810 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000290A0ACA400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000290A0ACA3A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000290A0ACA1F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000290A0E69EE0>, multiSample=False, name='window1', numSamples=2, pos=(1920, 4), screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.5154 	EXP 	Created LightSensorTrggr_5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_5', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5155 	EXP 	window1: mouseVisible = True
9.5174 	EXP 	Created TrialsInstruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='TrialsInstruction', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Red = Left, Green = Down, Blue = Right', units='height', win=Window(...), wrapWidth=1)
9.5174 	EXP 	window1: mouseVisible = True
9.5180 	EXP 	Created TrialsTarget = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='TrialsTarget', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.5181 	EXP 	window1: mouseVisible = True
9.5199 	EXP 	Created LightSensorTrggr_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_4', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5200 	EXP 	window1: mouseVisible = True
9.5248 	EXP 	Created beginText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='beginText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.5249 	EXP 	window1: mouseVisible = True
9.5268 	EXP 	Created LightSensorTrggr_6 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_6', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5269 	EXP 	window1: mouseVisible = True
9.5274 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.5274 	EXP 	window1: mouseVisible = True
9.5294 	EXP 	Created LightSensorTrggr_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_2', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5295 	EXP 	window1: mouseVisible = True
9.5312 	EXP 	Created TestInstruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='TestInstruction', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Red = Left, Green = Down, Blue = Right', units='height', win=Window(...), wrapWidth=1)
9.5312 	EXP 	window1: mouseVisible = True
9.5317 	EXP 	Created target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.5318 	EXP 	window1: mouseVisible = True
9.5336 	EXP 	Created LightSensorTrggr = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5336 	EXP 	window1: mouseVisible = True
9.5342 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.5342 	EXP 	window1: mouseVisible = True
9.5367 	EXP 	Created LightSensorTrggr_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_2', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5368 	EXP 	window1: mouseVisible = True
9.5406 	EXP 	Created farewelText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='farewelText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.5407 	EXP 	window1: mouseVisible = True
9.5426 	EXP 	Created LightSensorTrggr_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='LightSensorTrggr_3', opacity=1.0, ori=0.0, pos=array([-0.75, -0.4 ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0302 	EXP 	instrText: autoDraw = True
0.0302 	EXP 	LightSensorTrggr_5: autoDraw = True
0.1305 	EXP 	LightSensorTrggr_5: autoDraw = False
10.0087 	EXP 	Imported conditionTrials.xlsx as conditions, 3 conditions, 3 params
10.0089 	EXP 	Created sequence: random, trialTypes=3, nReps=2, seed=None
10.0090 	EXP 	New trial (rep=0, index=0): {'word': 'xxxxx', 'colour': 'red', 'corrAns': 'left'}
10.0223 	EXP 	instrText: autoDraw = False
10.0223 	EXP 	LightSensorTrggr_5: autoDraw = False
10.0223 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: red, alpha=1.0>
10.0223 	EXP 	TrialsTarget: height = 0.05
10.0223 	EXP 	TrialsTarget: height = 0.05
10.0223 	EXP 	TrialsTarget: height = 0.05
10.0223 	EXP 	TrialsTarget: text = 'xxxxx'
10.0223 	EXP 	TrialsInstruction: autoDraw = True
10.0223 	EXP 	TrialsTarget: autoDraw = True
10.0223 	EXP 	LightSensorTrggr_4: autoDraw = True
10.1224 	EXP 	LightSensorTrggr_4: autoDraw = False
11.1746 	EXP 	New trial (rep=0, index=1): {'word': 'xxxxx', 'colour': 'green', 'corrAns': 'down'}
11.1901 	EXP 	TrialsInstruction: autoDraw = False
11.1901 	EXP 	TrialsTarget: autoDraw = False
11.1901 	EXP 	LightSensorTrggr_4: autoDraw = False
11.1901 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: green, alpha=1.0>
11.1901 	EXP 	TrialsTarget: text = 'xxxxx'
11.1901 	EXP 	TrialsInstruction: autoDraw = True
11.1901 	EXP 	TrialsTarget: autoDraw = True
11.1901 	EXP 	LightSensorTrggr_4: autoDraw = True
11.1921 	DATA 	Keypress: left
11.2901 	EXP 	LightSensorTrggr_4: autoDraw = False
12.2419 	EXP 	New trial (rep=0, index=2): {'word': 'xxxxx', 'colour': 'blue', 'corrAns': 'right'}
12.2577 	EXP 	TrialsInstruction: autoDraw = False
12.2577 	EXP 	TrialsTarget: autoDraw = False
12.2577 	EXP 	LightSensorTrggr_4: autoDraw = False
12.2577 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
12.2577 	EXP 	TrialsTarget: text = 'xxxxx'
12.2577 	EXP 	TrialsInstruction: autoDraw = True
12.2577 	EXP 	TrialsTarget: autoDraw = True
12.2577 	EXP 	LightSensorTrggr_4: autoDraw = True
12.2596 	DATA 	Keypress: down
12.3578 	EXP 	LightSensorTrggr_4: autoDraw = False
12.7091 	EXP 	New trial (rep=1, index=0): {'word': 'xxxxx', 'colour': 'green', 'corrAns': 'down'}
12.7247 	EXP 	TrialsInstruction: autoDraw = False
12.7247 	EXP 	TrialsTarget: autoDraw = False
12.7247 	EXP 	LightSensorTrggr_4: autoDraw = False
12.7247 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: green, alpha=1.0>
12.7247 	EXP 	TrialsTarget: text = 'xxxxx'
12.7247 	EXP 	TrialsInstruction: autoDraw = True
12.7247 	EXP 	TrialsTarget: autoDraw = True
12.7247 	EXP 	LightSensorTrggr_4: autoDraw = True
12.7269 	DATA 	Keypress: right
12.8249 	EXP 	LightSensorTrggr_4: autoDraw = False
13.7597 	EXP 	New trial (rep=1, index=1): {'word': 'xxxxx', 'colour': 'blue', 'corrAns': 'right'}
13.7757 	EXP 	TrialsInstruction: autoDraw = False
13.7757 	EXP 	TrialsTarget: autoDraw = False
13.7757 	EXP 	LightSensorTrggr_4: autoDraw = False
13.7757 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
13.7757 	EXP 	TrialsTarget: text = 'xxxxx'
13.7757 	EXP 	TrialsInstruction: autoDraw = True
13.7757 	EXP 	TrialsTarget: autoDraw = True
13.7757 	EXP 	LightSensorTrggr_4: autoDraw = True
13.7771 	DATA 	Keypress: down
13.8758 	EXP 	LightSensorTrggr_4: autoDraw = False
14.3935 	EXP 	New trial (rep=1, index=2): {'word': 'xxxxx', 'colour': 'red', 'corrAns': 'left'}
14.4096 	EXP 	TrialsInstruction: autoDraw = False
14.4096 	EXP 	TrialsTarget: autoDraw = False
14.4096 	EXP 	LightSensorTrggr_4: autoDraw = False
14.4096 	EXP 	TrialsTarget: foreColor = <psychopy.colors.Color: red, alpha=1.0>
14.4096 	EXP 	TrialsTarget: text = 'xxxxx'
14.4096 	EXP 	TrialsInstruction: autoDraw = True
14.4096 	EXP 	TrialsTarget: autoDraw = True
14.4096 	EXP 	LightSensorTrggr_4: autoDraw = True
14.4110 	DATA 	Keypress: right
14.5097 	EXP 	LightSensorTrggr_4: autoDraw = False
14.8433 	EXP 	TrialsInstruction: autoDraw = False
14.8433 	EXP 	TrialsTarget: autoDraw = False
14.8433 	EXP 	LightSensorTrggr_4: autoDraw = False
14.8433 	EXP 	beginText: autoDraw = True
14.8433 	EXP 	LightSensorTrggr_6: autoDraw = True
14.8442 	DATA 	Keypress: left
14.9434 	EXP 	LightSensorTrggr_6: autoDraw = False
19.8478 	EXP 	beginText: autoDraw = False
19.8478 	EXP 	LightSensorTrggr_6: autoDraw = False
19.8478 	EXP 	text: autoDraw = True
19.8478 	EXP 	LightSensorTrggr_2: autoDraw = True
19.9479 	EXP 	LightSensorTrggr_2: autoDraw = False
319.8356 	EXP 	Imported condition.xlsx as conditions, 9 conditions, 4 params
319.8390 	EXP 	Created sequence: random, trialTypes=9, nReps=1000, seed=None
319.8403 	EXP 	New trial (rep=0, index=0): {'word': 'blue', 'colour': 'green', 'congruent': 0, 'corrAns': 'down'}
319.8496 	EXP 	text: autoDraw = False
319.8496 	EXP 	LightSensorTrggr_2: autoDraw = False
319.8496 	EXP 	target: foreColor = <psychopy.colors.Color: green, alpha=1.0>
319.8496 	EXP 	target: height = 0.05
319.8496 	EXP 	target: height = 0.05
319.8496 	EXP 	target: height = 0.05
319.8496 	EXP 	target: text = 'blue'
319.8496 	EXP 	TestInstruction: autoDraw = True
319.8496 	EXP 	target: autoDraw = True
319.8496 	EXP 	LightSensorTrggr: autoDraw = True
319.9495 	EXP 	LightSensorTrggr: autoDraw = False
322.5425 	EXP 	New trial (rep=0, index=1): {'word': 'blue', 'colour': 'blue', 'congruent': 1, 'corrAns': 'right'}
322.5518 	EXP 	TestInstruction: autoDraw = False
322.5518 	EXP 	target: autoDraw = False
322.5518 	EXP 	LightSensorTrggr: autoDraw = False
322.5518 	EXP 	target: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
322.5518 	EXP 	target: text = 'blue'
322.5518 	EXP 	TestInstruction: autoDraw = True
322.5518 	EXP 	target: autoDraw = True
322.5518 	EXP 	LightSensorTrggr: autoDraw = True
322.5531 	DATA 	Keypress: down
322.6519 	EXP 	LightSensorTrggr: autoDraw = False
325.8927 	EXP 	New trial (rep=0, index=2): {'word': 'red', 'colour': 'red', 'congruent': 1, 'corrAns': 'left'}
325.9048 	EXP 	TestInstruction: autoDraw = False
325.9048 	EXP 	target: autoDraw = False
325.9048 	EXP 	LightSensorTrggr: autoDraw = False
325.9048 	EXP 	target: foreColor = <psychopy.colors.Color: red, alpha=1.0>
325.9048 	EXP 	target: height = 0.05
325.9048 	EXP 	target: height = 0.05
325.9048 	EXP 	target: height = 0.05
325.9048 	EXP 	target: text = 'red'
325.9048 	EXP 	TestInstruction: autoDraw = True
325.9048 	EXP 	target: autoDraw = True
325.9048 	EXP 	LightSensorTrggr: autoDraw = True
325.9068 	DATA 	Keypress: right
326.0049 	EXP 	LightSensorTrggr: autoDraw = False
326.6269 	EXP 	New trial (rep=0, index=3): {'word': 'green', 'colour': 'red', 'congruent': 0, 'corrAns': 'left'}
326.6388 	EXP 	TestInstruction: autoDraw = False
326.6388 	EXP 	target: autoDraw = False
326.6388 	EXP 	LightSensorTrggr: autoDraw = False
326.6388 	EXP 	target: foreColor = <psychopy.colors.Color: red, alpha=1.0>
326.6388 	EXP 	target: height = 0.05
326.6388 	EXP 	target: height = 0.05
326.6388 	EXP 	target: height = 0.05
326.6388 	EXP 	target: text = 'green'
326.6388 	EXP 	TestInstruction: autoDraw = True
326.6388 	EXP 	target: autoDraw = True
326.6388 	EXP 	LightSensorTrggr: autoDraw = True
326.6401 	DATA 	Keypress: left
326.7389 	EXP 	LightSensorTrggr: autoDraw = False
327.2940 	EXP 	New trial (rep=0, index=4): {'word': 'red', 'colour': 'blue', 'congruent': 0, 'corrAns': 'right'}
327.3061 	EXP 	TestInstruction: autoDraw = False
327.3061 	EXP 	target: autoDraw = False
327.3061 	EXP 	LightSensorTrggr: autoDraw = False
327.3061 	EXP 	target: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
327.3061 	EXP 	target: height = 0.05
327.3061 	EXP 	target: height = 0.05
327.3061 	EXP 	target: height = 0.05
327.3061 	EXP 	target: text = 'red'
327.3061 	EXP 	TestInstruction: autoDraw = True
327.3061 	EXP 	target: autoDraw = True
327.3061 	EXP 	LightSensorTrggr: autoDraw = True
327.3081 	DATA 	Keypress: left
327.4061 	EXP 	LightSensorTrggr: autoDraw = False
328.0613 	EXP 	New trial (rep=0, index=5): {'word': 'green', 'colour': 'green', 'congruent': 1, 'corrAns': 'down'}
328.0734 	EXP 	TestInstruction: autoDraw = False
328.0734 	EXP 	target: autoDraw = False
328.0734 	EXP 	LightSensorTrggr: autoDraw = False
328.0734 	EXP 	target: foreColor = <psychopy.colors.Color: green, alpha=1.0>
328.0734 	EXP 	target: height = 0.05
328.0734 	EXP 	target: height = 0.05
328.0734 	EXP 	target: height = 0.05
328.0734 	EXP 	target: text = 'green'
328.0734 	EXP 	TestInstruction: autoDraw = True
328.0734 	EXP 	target: autoDraw = True
328.0734 	EXP 	LightSensorTrggr: autoDraw = True
328.0755 	DATA 	Keypress: right
328.1735 	EXP 	LightSensorTrggr: autoDraw = False
328.6616 	EXP 	New trial (rep=0, index=6): {'word': 'blue', 'colour': 'red', 'congruent': 0, 'corrAns': 'left'}
328.6739 	EXP 	TestInstruction: autoDraw = False
328.6739 	EXP 	target: autoDraw = False
328.6739 	EXP 	LightSensorTrggr: autoDraw = False
328.6739 	EXP 	target: foreColor = <psychopy.colors.Color: red, alpha=1.0>
328.6739 	EXP 	target: height = 0.05
328.6739 	EXP 	target: height = 0.05
328.6739 	EXP 	target: height = 0.05
328.6739 	EXP 	target: text = 'blue'
328.6739 	EXP 	TestInstruction: autoDraw = True
328.6739 	EXP 	target: autoDraw = True
328.6739 	EXP 	LightSensorTrggr: autoDraw = True
328.6757 	DATA 	Keypress: down
328.7741 	EXP 	LightSensorTrggr: autoDraw = False
329.4788 	EXP 	New trial (rep=0, index=7): {'word': 'green', 'colour': 'blue', 'congruent': 0, 'corrAns': 'right'}
329.4914 	EXP 	TestInstruction: autoDraw = False
329.4914 	EXP 	target: autoDraw = False
329.4914 	EXP 	LightSensorTrggr: autoDraw = False
329.4914 	EXP 	target: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
329.4914 	EXP 	target: height = 0.05
329.4914 	EXP 	target: height = 0.05
329.4914 	EXP 	target: height = 0.05
329.4914 	EXP 	target: text = 'green'
329.4914 	EXP 	TestInstruction: autoDraw = True
329.4914 	EXP 	target: autoDraw = True
329.4914 	EXP 	LightSensorTrggr: autoDraw = True
329.4927 	DATA 	Keypress: left
329.5915 	EXP 	LightSensorTrggr: autoDraw = False
330.1795 	EXP 	New trial (rep=0, index=8): {'word': 'red', 'colour': 'green', 'congruent': 0, 'corrAns': 'down'}
330.1920 	EXP 	TestInstruction: autoDraw = False
330.1920 	EXP 	target: autoDraw = False
330.1920 	EXP 	LightSensorTrggr: autoDraw = False
330.1920 	EXP 	target: foreColor = <psychopy.colors.Color: green, alpha=1.0>
330.1920 	EXP 	target: height = 0.05
330.1920 	EXP 	target: height = 0.05
330.1920 	EXP 	target: height = 0.05
330.1920 	EXP 	target: text = 'red'
330.1920 	EXP 	TestInstruction: autoDraw = True
330.1920 	EXP 	target: autoDraw = True
330.1920 	EXP 	LightSensorTrggr: autoDraw = True
330.1933 	DATA 	Keypress: right
330.2921 	EXP 	LightSensorTrggr: autoDraw = False
331.3138 	EXP 	New trial (rep=1, index=0): {'word': 'red', 'colour': 'green', 'congruent': 0, 'corrAns': 'down'}
331.3263 	EXP 	TestInstruction: autoDraw = False
331.3263 	EXP 	target: autoDraw = False
331.3263 	EXP 	LightSensorTrggr: autoDraw = False
331.3263 	EXP 	target: foreColor = <psychopy.colors.Color: green, alpha=1.0>
331.3263 	EXP 	target: text = 'red'
331.3263 	EXP 	TestInstruction: autoDraw = True
331.3263 	EXP 	target: autoDraw = True
331.3263 	EXP 	LightSensorTrggr: autoDraw = True
331.3276 	DATA 	Keypress: down
331.4264 	EXP 	LightSensorTrggr: autoDraw = False
332.1312 	EXP 	New trial (rep=1, index=1): {'word': 'red', 'colour': 'blue', 'congruent': 0, 'corrAns': 'right'}
332.1437 	EXP 	TestInstruction: autoDraw = False
332.1437 	EXP 	target: autoDraw = False
332.1437 	EXP 	LightSensorTrggr: autoDraw = False
332.1437 	EXP 	target: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
332.1437 	EXP 	target: text = 'red'
332.1437 	EXP 	TestInstruction: autoDraw = True
332.1437 	EXP 	target: autoDraw = True
332.1437 	EXP 	LightSensorTrggr: autoDraw = True
332.1450 	DATA 	Keypress: down
332.2438 	EXP 	LightSensorTrggr: autoDraw = False
332.9990 	EXP 	New trial (rep=1, index=2): {'word': 'blue', 'colour': 'blue', 'congruent': 1, 'corrAns': 'right'}
333.0112 	EXP 	TestInstruction: autoDraw = False
333.0112 	EXP 	target: autoDraw = False
333.0112 	EXP 	LightSensorTrggr: autoDraw = False
333.0112 	EXP 	target: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
333.0112 	EXP 	target: height = 0.05
333.0112 	EXP 	target: height = 0.05
333.0112 	EXP 	target: height = 0.05
333.0112 	EXP 	target: text = 'blue'
333.0112 	EXP 	TestInstruction: autoDraw = True
333.0112 	EXP 	target: autoDraw = True
333.0112 	EXP 	LightSensorTrggr: autoDraw = True
333.0125 	DATA 	Keypress: right
333.1113 	EXP 	LightSensorTrggr: autoDraw = False
333.6492 	EXP 	New trial (rep=1, index=3): {'word': 'green', 'colour': 'green', 'congruent': 1, 'corrAns': 'down'}
333.6513 	DATA 	Keypress: right
333.6617 	EXP 	TestInstruction: autoDraw = False
333.6617 	EXP 	target: autoDraw = False
333.6617 	EXP 	LightSensorTrggr: autoDraw = False
333.6617 	EXP 	target: foreColor = <psychopy.colors.Color: green, alpha=1.0>
333.6617 	EXP 	target: height = 0.05
333.6617 	EXP 	target: height = 0.05
333.6617 	EXP 	target: height = 0.05
